Operation,Request time,Response time
GetOrder,6/3/2023 22:40:44.671,6/3/2023 22:41:32.471
SetDeliveryAddress,6/3/2023 22:53:35.901,6/3/2023 22:54:05.401
GetOrderList,6/3/2023 23:06:27.131,6/3/2023 23:06:48.831
SetPayment,6/3/2023 23:19:18.361,6/3/2023 23:20:00.261
SetPayment,6/3/2023 23:32:09.591,6/3/2023 23:32:49.291
SendNotification,6/3/2023 23:45:00.821,6/3/2023 23:45:17.521
SetPayment,6/3/2023 23:57:52.051,6/3/2023 23:58:01.851
GetTrackingData,7/3/2023 00:10:43.281,7/3/2023 00:10:56.681
GetOrder,7/3/2023 00:23:34.511,7/3/2023 00:23:45.811
GetTrackingData,7/3/2023 00:36:25.741,7/3/2023 00:36:26.041
GetTrackingData,7/3/2023 00:49:16.971,7/3/2023 00:49:22.171
GetTrackingData,7/3/2023 01:02:08.201,7/3/2023 01:02:19.801
GetItem,7/3/2023 01:14:59.431,7/3/2023 01:15:46.831
AddItemToOrder,7/3/2023 01:27:50.661,7/3/2023 01:27:55.761
Login,7/3/2023 01:40:41.891,7/3/2023 01:41:24.191
GetItem,7/3/2023 01:53:33.121,7/3/2023 01:53:48.421
ModifyItem,7/3/2023 02:06:24.351,7/3/2023 02:08:45.751
GetItemList,7/3/2023 02:19:15.581,7/3/2023 02:19:18.181
Login,7/3/2023 02:32:06.811,7/3/2023 02:32:53.011
GetItem,7/3/2023 02:44:58.041,7/3/2023 02:45:26.141
SetDeliveryAddress,7/3/2023 02:57:49.271,7/3/2023 02:58:08.071
GetItem,7/3/2023 03:10:40.501,7/3/2023 03:11:26.601
GetOrder,7/3/2023 03:23:31.731,7/3/2023 03:23:57.831
GetOrderList,7/3/2023 03:36:22.961,7/3/2023 03:36:58.061
GetPaymentMethods,7/3/2023 03:49:14.191,7/3/2023 03:49:53.391
GetItemList,7/3/2023 04:02:05.421,7/3/2023 04:02:30.221
SetPayment,7/3/2023 04:14:56.651,7/3/2023 04:15:33.151
Login,7/3/2023 04:27:47.881,7/3/2023 04:28:08.681
GetItemList,7/3/2023 04:40:39.111,7/3/2023 04:40:49.811
GetPaymentList,7/3/2023 04:53:30.341,7/3/2023 04:54:00.841
AddItemToOrder,7/3/2023 05:06:21.571,7/3/2023 05:06:23.171
GetOrderList,7/3/2023 05:19:12.801,7/3/2023 05:19:37.801
GetPaymentList,7/3/2023 05:32:04.031,7/3/2023 05:32:33.631
GetOrder,7/3/2023 05:44:55.261,7/3/2023 05:45:36.161
ModifyItem,7/3/2023 05:57:46.491,7/3/2023 06:00:09.791
Login,7/3/2023 06:10:37.721,7/3/2023 06:11:14.721
GetOrderList,7/3/2023 06:23:28.951,7/3/2023 06:23:54.851
GetOrderList,7/3/2023 06:36:20.181,7/3/2023 06:36:49.381
GetOrder,7/3/2023 06:49:11.411,7/3/2023 06:49:35.311
SetPayment,7/3/2023 07:02:02.641,7/3/2023 07:02:46.541
AddItemToOrder,7/3/2023 07:14:53.871,7/3/2023 07:15:25.071
Login,7/3/2023 07:27:45.101,7/3/2023 07:28:23.201
AddItemToOrder,7/3/2023 07:40:36.331,7/3/2023 07:41:10.931
SetDeliveryAddress,7/3/2023 07:53:27.561,7/3/2023 07:53:57.461
GetOrderList,7/3/2023 08:06:18.791,7/3/2023 08:06:22.591
SendNotification,7/3/2023 08:19:10.021,7/3/2023 08:19:58.421
GetPaymentMethods,7/3/2023 08:32:01.251,7/3/2023 08:32:35.051
AddItemToOrder,7/3/2023 08:44:52.481,7/3/2023 08:45:27.181
GetTrackingData,7/3/2023 08:57:43.711,7/3/2023 08:58:06.811
Login,7/3/2023 09:10:34.941,7/3/2023 09:10:41.641
GetItemList,7/3/2023 09:23:26.171,7/3/2023 09:23:59.571
GetPaymentList,7/3/2023 09:36:17.401,7/3/2023 09:36:30.101
Login,7/3/2023 09:49:08.631,7/3/2023 09:49:35.231
GetPaymentList,7/3/2023 10:01:59.861,7/3/2023 10:02:06.561
GetPaymentMethods,7/3/2023 10:14:51.091,7/3/2023 10:14:55.791
GetOrder,7/3/2023 10:27:42.321,7/3/2023 10:28:19.521
GetItemList,7/3/2023 10:40:33.551,7/3/2023 10:40:51.051
AddItemToOrder,7/3/2023 10:53:24.781,7/3/2023 10:53:57.281
Login,7/3/2023 11:06:16.011,7/3/2023 11:06:38.511
SetDeliveryAddress,7/3/2023 11:19:07.241,7/3/2023 11:19:08.041
GetOrder,7/3/2023 11:31:58.471,7/3/2023 11:32:45.271
SetDeliveryAddress,7/3/2023 11:44:49.701,7/3/2023 11:45:04.301
ModifyItem,7/3/2023 11:57:40.931,7/3/2023 11:59:40.331
GetOrderList,7/3/2023 12:10:32.161,7/3/2023 12:10:56.061
GetItemList,7/3/2023 12:23:23.391,7/3/2023 12:24:06.691
SetPayment,7/3/2023 12:36:14.621,7/3/2023 12:36:36.621
SetDeliveryAddress,7/3/2023 12:49:05.851,7/3/2023 12:49:23.951
SendNotification,7/3/2023 13:01:57.081,7/3/2023 13:02:18.681
SendNotification,7/3/2023 13:14:48.311,7/3/2023 13:15:06.711
ModifyOrder,7/3/2023 13:27:39.541,7/3/2023 13:29:07.241
ModifyOrder,7/3/2023 13:40:30.771,7/3/2023 13:41:28.371
GetTrackingData,7/3/2023 13:53:22.001,7/3/2023 13:53:51.201
SetPayment,7/3/2023 14:06:13.231,7/3/2023 14:06:24.631
GetOrderList,7/3/2023 14:19:04.461,7/3/2023 14:19:36.861
GetItemList,7/3/2023 14:31:55.691,7/3/2023 14:32:27.291
Login,7/3/2023 14:44:46.921,7/3/2023 14:44:54.921
GetItemList,7/3/2023 14:57:38.151,7/3/2023 14:58:23.251
GetItem,7/3/2023 15:10:29.381,7/3/2023 15:11:07.681
AddItemToOrder,7/3/2023 15:23:20.611,7/3/2023 15:24:03.511
SetDeliveryAddress,7/3/2023 15:36:11.841,7/3/2023 15:36:41.941
ModifyItem,7/3/2023 15:49:03.071,7/3/2023 15:50:55.371
SetDeliveryAddress,7/3/2023 16:01:54.301,7/3/2023 16:02:09.801
SetPayment,7/3/2023 16:14:45.531,7/3/2023 16:14:54.831
Login,7/3/2023 16:27:36.761,7/3/2023 16:28:09.761
GetItemList,7/3/2023 16:40:27.991,7/3/2023 16:40:58.491
GetOrder,7/3/2023 16:53:19.221,7/3/2023 16:53:29.021
SetPayment,7/3/2023 17:06:10.451,7/3/2023 17:06:31.751
ModifyItem,7/3/2023 17:19:01.681,7/3/2023 17:21:17.681
Login,7/3/2023 17:31:52.911,7/3/2023 17:32:03.011
AddItemToOrder,7/3/2023 17:44:44.141,7/3/2023 17:45:17.041
SetDeliveryAddress,7/3/2023 17:57:35.371,7/3/2023 17:57:51.871
AddItemToOrder,7/3/2023 18:10:26.601,7/3/2023 18:11:02.901
GetItemList,7/3/2023 18:23:17.831,7/3/2023 18:23:59.831
GetPaymentMethods,7/3/2023 18:36:09.061,7/3/2023 18:36:23.461
GetOrder,7/3/2023 18:49:00.291,7/3/2023 18:49:36.491
SetPayment,7/3/2023 19:01:51.521,7/3/2023 19:01:54.321
SetDeliveryAddress,7/3/2023 19:14:42.751,7/3/2023 19:15:15.251
ModifyOrder,7/3/2023 19:27:33.981,7/3/2023 19:29:52.681
GetItemList,7/3/2023 19:40:25.211,7/3/2023 19:41:02.411
ModifyItem,7/3/2023 19:53:16.441,7/3/2023 19:55:06.541
GetItem,7/3/2023 20:06:07.671,7/3/2023 20:06:22.171
SetPayment,7/3/2023 20:18:58.901,7/3/2023 20:19:46.601
Login,7/3/2023 20:31:50.131,7/3/2023 20:32:00.531
ModifyOrder,7/3/2023 20:44:41.361,7/3/2023 20:45:25.061
GetTrackingData,7/3/2023 20:57:32.591,7/3/2023 20:58:14.091
AddItemToOrder,7/3/2023 21:10:23.821,7/3/2023 21:11:11.621
SendNotification,7/3/2023 21:23:15.051,7/3/2023 21:23:28.051
SendNotification,7/3/2023 21:36:06.281,7/3/2023 21:36:35.481
GetOrderList,7/3/2023 21:48:57.511,7/3/2023 21:49:02.011
ModifyItem,7/3/2023 22:01:48.741,7/3/2023 22:03:32.041
GetOrderList,7/3/2023 22:14:39.971,7/3/2023 22:15:17.971
GetPaymentMethods,7/3/2023 22:27:31.201,7/3/2023 22:28:10.101
GetOrder,7/3/2023 22:40:22.431,7/3/2023 22:41:05.831
SetDeliveryAddress,7/3/2023 22:53:13.661,7/3/2023 22:53:38.761
ModifyItem,7/3/2023 23:06:04.891,7/3/2023 23:06:24.391
GetOrderList,7/3/2023 23:18:56.121,7/3/2023 23:19:10.721
GetItemList,7/3/2023 23:31:47.351,7/3/2023 23:32:04.951
ModifyItem,7/3/2023 23:44:38.581,7/3/2023 23:47:05.381
SendNotification,7/3/2023 23:57:29.811,7/3/2023 23:57:57.211
SetPayment,8/3/2023 00:10:21.041,8/3/2023 00:10:53.941
Login,8/3/2023 00:23:12.271,8/3/2023 00:24:00.871
GetPaymentMethods,8/3/2023 00:36:03.501,8/3/2023 00:36:21.401
SetPayment,8/3/2023 00:48:54.731,8/3/2023 00:49:27.631
SetPayment,8/3/2023 01:01:45.961,8/3/2023 01:02:28.361
GetPaymentMethods,8/3/2023 01:14:37.191,8/3/2023 01:15:20.091
Login,8/3/2023 01:27:28.421,8/3/2023 01:27:46.221
GetOrderList,8/3/2023 01:40:19.651,8/3/2023 01:40:38.851
ModifyOrder,8/3/2023 01:53:10.881,8/3/2023 01:55:12.981
GetTrackingData,8/3/2023 02:06:02.111,8/3/2023 02:06:30.811
ModifyItem,8/3/2023 02:18:53.341,8/3/2023 02:19:01.941
GetPaymentMethods,8/3/2023 02:31:44.571,8/3/2023 02:31:58.771
Login,8/3/2023 02:44:35.801,8/3/2023 02:45:16.401
AddItemToOrder,8/3/2023 02:57:27.031,8/3/2023 02:58:07.431
GetItemList,8/3/2023 03:10:18.261,8/3/2023 03:10:22.861
Login,8/3/2023 03:23:09.491,8/3/2023 03:23:39.991
ModifyItem,8/3/2023 03:36:00.721,8/3/2023 03:36:41.321
ModifyItem,8/3/2023 03:48:51.951,8/3/2023 03:49:03.951
AddItemToOrder,8/3/2023 04:01:43.181,8/3/2023 04:02:32.481
AddItemToOrder,8/3/2023 04:14:34.411,8/3/2023 04:14:37.111
GetItemList,8/3/2023 04:27:25.641,8/3/2023 04:28:12.441
ModifyOrder,8/3/2023 04:40:16.871,8/3/2023 04:40:46.671
GetPaymentList,8/3/2023 04:53:08.101,8/3/2023 04:53:35.101
GetItemList,8/3/2023 05:05:59.331,8/3/2023 05:06:46.531
GetItem,8/3/2023 05:18:50.561,8/3/2023 05:19:02.361
SendNotification,8/3/2023 05:31:41.791,8/3/2023 05:32:12.691
GetOrderList,8/3/2023 05:44:33.021,8/3/2023 05:44:58.421
GetItem,8/3/2023 05:57:24.251,8/3/2023 05:57:34.051
ModifyItem,8/3/2023 06:10:15.481,8/3/2023 06:12:35.581
GetItemList,8/3/2023 06:23:06.711,8/3/2023 06:23:06.811
GetPaymentMethods,8/3/2023 06:35:57.941,8/3/2023 06:36:10.041
GetItem,8/3/2023 06:48:49.171,8/3/2023 06:49:04.971
GetItem,8/3/2023 07:01:40.401,8/3/2023 07:02:02.201
GetOrderList,8/3/2023 07:14:31.631,8/3/2023 07:15:17.731
GetOrderList,8/3/2023 07:27:22.861,8/3/2023 07:27:35.661
GetItem,8/3/2023 07:40:14.091,8/3/2023 07:40:34.091
GetTrackingData,8/3/2023 07:53:05.321,8/3/2023 07:53:27.621
GetOrder,8/3/2023 08:05:56.551,8/3/2023 08:06:29.951
AddItemToOrder,8/3/2023 08:18:47.781,8/3/2023 08:19:10.881
GetOrder,8/3/2023 08:31:39.011,8/3/2023 08:32:23.011
SendNotification,8/3/2023 08:44:30.241,8/3/2023 08:44:58.941
GetItem,8/3/2023 08:57:21.471,8/3/2023 08:57:45.871
GetTrackingData,8/3/2023 09:10:12.701,8/3/2023 09:10:21.801
GetItem,8/3/2023 09:23:03.931,8/3/2023 09:23:27.331
AddItemToOrder,8/3/2023 09:35:55.161,8/3/2023 09:36:11.161
GetItem,8/3/2023 09:48:46.391,8/3/2023 09:49:18.191
GetItemList,8/3/2023 10:01:37.621,8/3/2023 10:01:43.221
GetItemList,8/3/2023 10:14:28.851,8/3/2023 10:14:38.051
SetDeliveryAddress,8/3/2023 10:27:20.081,8/3/2023 10:27:26.881
GetItemList,8/3/2023 10:40:11.311,8/3/2023 10:40:43.111
AddItemToOrder,8/3/2023 10:53:02.541,8/3/2023 10:53:25.741
ModifyOrder,8/3/2023 11:05:53.771,8/3/2023 11:07:09.671
SendNotification,8/3/2023 11:18:45.001,8/3/2023 11:19:00.601
GetItem,8/3/2023 11:31:36.231,8/3/2023 11:31:43.131
Login,8/3/2023 11:44:27.461,8/3/2023 11:44:41.361
GetItem,8/3/2023 11:57:18.691,8/3/2023 11:57:28.691
ModifyOrder,8/3/2023 12:10:09.921,8/3/2023 12:10:39.121
Login,8/3/2023 12:23:01.151,8/3/2023 12:23:15.451
Login,8/3/2023 12:35:52.381,8/3/2023 12:36:22.581
ModifyItem,8/3/2023 12:48:43.611,8/3/2023 12:48:51.511
GetItem,8/3/2023 13:01:34.841,8/3/2023 13:02:07.241
GetOrder,8/3/2023 13:14:26.071,8/3/2023 13:15:03.771
GetPaymentMethods,8/3/2023 13:27:17.301,8/3/2023 13:27:29.601
GetTrackingData,8/3/2023 13:40:08.531,8/3/2023 13:40:46.931
GetItem,8/3/2023 13:52:59.761,8/3/2023 13:53:39.261
SendNotification,8/3/2023 14:05:50.991,8/3/2023 14:05:57.291
GetItemList,8/3/2023 14:18:42.221,8/3/2023 14:19:05.521
GetItem,8/3/2023 14:31:33.451,8/3/2023 14:31:58.451
GetPaymentList,8/3/2023 14:44:24.681,8/3/2023 14:44:45.381
SetPayment,8/3/2023 14:57:15.911,8/3/2023 14:57:50.311
GetOrder,8/3/2023 15:10:07.141,8/3/2023 15:10:56.541
ModifyOrder,8/3/2023 15:22:58.371,8/3/2023 15:23:07.271
AddItemToOrder,8/3/2023 15:35:49.601,8/3/2023 15:36:02.201
GetTrackingData,8/3/2023 15:48:40.831,8/3/2023 15:48:54.131
SendNotification,8/3/2023 16:01:32.061,8/3/2023 16:02:07.461
GetOrder,8/3/2023 16:14:23.291,8/3/2023 16:14:48.291
GetPaymentMethods,8/3/2023 16:27:14.521,8/3/2023 16:27:50.021
GetOrderList,8/3/2023 16:40:05.751,8/3/2023 16:40:54.751
GetTrackingData,8/3/2023 16:52:56.981,8/3/2023 16:53:26.081
AddItemToOrder,8/3/2023 17:05:48.211,8/3/2023 17:06:15.311
GetTrackingData,8/3/2023 17:18:39.441,8/3/2023 17:19:10.941
SendNotification,8/3/2023 17:31:30.671,8/3/2023 17:31:47.571
GetOrder,8/3/2023 17:44:21.901,8/3/2023 17:44:41.101
SendNotification,8/3/2023 17:57:13.131,8/3/2023 17:57:46.431
SetDeliveryAddress,8/3/2023 18:10:04.361,8/3/2023 18:10:22.061
SetDeliveryAddress,8/3/2023 18:22:55.591,8/3/2023 18:23:05.791
GetPaymentMethods,8/3/2023 18:35:46.821,8/3/2023 18:35:47.221
AddItemToOrder,8/3/2023 18:48:38.051,8/3/2023 18:49:03.251
GetPaymentList,8/3/2023 19:01:29.281,8/3/2023 19:01:58.781
GetOrderList,8/3/2023 19:14:20.511,8/3/2023 19:14:22.211
Login,8/3/2023 19:27:11.741,8/3/2023 19:27:57.441
SendNotification,8/3/2023 19:40:02.971,8/3/2023 19:40:15.271
SendNotification,8/3/2023 19:52:54.201,8/3/2023 19:52:57.001
SetPayment,8/3/2023 20:05:45.431,8/3/2023 20:05:53.131
GetOrderList,8/3/2023 20:18:36.661,8/3/2023 20:19:19.961
SendNotification,8/3/2023 20:31:27.891,8/3/2023 20:32:04.891
GetTrackingData,8/3/2023 20:44:19.121,8/3/2023 20:44:44.121
GetItem,8/3/2023 20:57:10.351,8/3/2023 20:57:33.651
GetItemList,8/3/2023 21:10:01.581,8/3/2023 21:10:22.881
SendNotification,8/3/2023 21:22:52.811,8/3/2023 21:22:57.811
AddItemToOrder,8/3/2023 21:35:44.041,8/3/2023 21:36:16.441
SetPayment,8/3/2023 21:48:35.271,8/3/2023 21:48:49.871
GetOrder,8/3/2023 22:01:26.501,8/3/2023 22:01:55.001
GetPaymentMethods,8/3/2023 22:14:17.731,8/3/2023 22:14:26.831
AddItemToOrder,8/3/2023 22:27:08.961,8/3/2023 22:27:35.561
GetItemList,8/3/2023 22:40:00.191,8/3/2023 22:40:19.591
SetPayment,8/3/2023 22:52:51.421,8/3/2023 22:53:06.221
GetOrderList,8/3/2023 23:05:42.651,8/3/2023 23:06:10.451
GetItem,8/3/2023 23:18:33.881,8/3/2023 23:18:50.481
GetOrderList,8/3/2023 23:31:25.111,8/3/2023 23:31:43.411
SetPayment,8/3/2023 23:44:16.341,8/3/2023 23:44:35.241
Login,8/3/2023 23:57:07.571,8/3/2023 23:57:52.371
GetTrackingData,9/3/2023 00:09:58.801,9/3/2023 00:10:01.201
GetPaymentMethods,9/3/2023 00:22:50.031,9/3/2023 00:23:35.931
ModifyOrder,9/3/2023 00:35:41.261,9/3/2023 00:38:00.561
GetTrackingData,9/3/2023 00:48:32.491,9/3/2023 00:49:21.491
GetOrderList,9/3/2023 01:01:23.721,9/3/2023 01:01:24.021
Login,9/3/2023 01:14:14.951,9/3/2023 01:14:23.451
GetItemList,9/3/2023 01:27:06.181,9/3/2023 01:27:12.481
AddItemToOrder,9/3/2023 01:39:57.411,9/3/2023 01:40:23.311
GetPaymentList,9/3/2023 01:52:48.641,9/3/2023 01:53:29.541
GetPaymentList,9/3/2023 02:05:39.871,9/3/2023 02:06:03.671
SetDeliveryAddress,9/3/2023 02:18:31.101,9/3/2023 02:19:03.401
GetOrder,9/3/2023 02:31:22.331,9/3/2023 02:31:59.131
GetOrderList,9/3/2023 02:44:13.561,9/3/2023 02:44:14.061
GetItemList,9/3/2023 02:57:04.791,9/3/2023 02:57:32.191
GetOrderList,9/3/2023 03:09:56.021,9/3/2023 03:10:01.321
GetPaymentMethods,9/3/2023 03:22:47.251,9/3/2023 03:23:28.851
SendNotification,9/3/2023 03:35:38.481,9/3/2023 03:36:02.481
ModifyItem,9/3/2023 03:48:29.711,9/3/2023 03:51:01.211
AddItemToOrder,9/3/2023 04:01:20.941,9/3/2023 04:02:03.441
GetItem,9/3/2023 04:14:12.171,9/3/2023 04:14:19.671
SendNotification,9/3/2023 04:27:03.401,9/3/2023 04:27:25.801
AddItemToOrder,9/3/2023 04:39:54.631,9/3/2023 04:40:01.831
AddItemToOrder,9/3/2023 04:52:45.861,9/3/2023 04:53:34.861
GetOrder,9/3/2023 05:05:37.091,9/3/2023 05:06:04.091
GetOrderList,9/3/2023 05:18:28.321,9/3/2023 05:19:07.421
GetPaymentMethods,9/3/2023 05:31:19.551,9/3/2023 05:32:00.051
SendNotification,9/3/2023 05:44:10.781,9/3/2023 05:44:27.081
GetOrderList,9/3/2023 05:57:02.011,9/3/2023 05:57:40.111
GetOrderList,9/3/2023 06:09:53.241,9/3/2023 06:10:38.441
GetPaymentMethods,9/3/2023 06:22:44.471,9/3/2023 06:23:04.071
SetDeliveryAddress,9/3/2023 06:35:35.701,9/3/2023 06:35:58.001
SendNotification,9/3/2023 06:48:26.931,9/3/2023 06:48:32.231
AddItemToOrder,9/3/2023 07:01:18.161,9/3/2023 07:01:53.761
SetDeliveryAddress,9/3/2023 07:14:09.391,9/3/2023 07:14:51.291
SetPayment,9/3/2023 07:27:00.621,9/3/2023 07:27:22.421
SetPayment,9/3/2023 07:39:51.851,9/3/2023 07:40:37.351
SetDeliveryAddress,9/3/2023 07:52:43.081,9/3/2023 07:52:59.781
GetPaymentMethods,9/3/2023 08:05:34.311,9/3/2023 08:06:13.011
GetItemList,9/3/2023 08:18:25.541,9/3/2023 08:18:37.841
SetPayment,9/3/2023 08:31:16.771,9/3/2023 08:31:31.471
GetPaymentMethods,9/3/2023 08:44:08.001,9/3/2023 08:44:36.901
GetTrackingData,9/3/2023 08:56:59.231,9/3/2023 08:57:44.731
SetPayment,9/3/2023 09:09:50.461,9/3/2023 09:09:55.661
SendNotification,9/3/2023 09:22:41.691,9/3/2023 09:22:45.091
AddItemToOrder,9/3/2023 09:35:32.921,9/3/2023 09:36:01.921
SetPayment,9/3/2023 09:48:24.151,9/3/2023 09:48:27.551
GetItemList,9/3/2023 10:01:15.381,9/3/2023 10:01:55.881
SetDeliveryAddress,9/3/2023 10:14:06.611,9/3/2023 10:14:52.811
GetPaymentMethods,9/3/2023 10:26:57.841,9/3/2023 10:27:19.441
Login,9/3/2023 10:39:49.071,9/3/2023 10:40:30.771
SetPayment,9/3/2023 10:52:40.301,9/3/2023 10:53:09.501
GetPaymentMethods,9/3/2023 11:05:31.531,9/3/2023 11:05:41.431
GetOrder,9/3/2023 11:18:22.761,9/3/2023 11:18:23.061
SendNotification,9/3/2023 11:31:13.991,9/3/2023 11:31:47.091
SendNotification,9/3/2023 11:44:05.221,9/3/2023 11:44:30.521
SetPayment,9/3/2023 11:56:56.451,9/3/2023 11:57:16.951
ModifyItem,9/3/2023 12:09:47.681,9/3/2023 12:10:05.381
AddItemToOrder,9/3/2023 12:22:38.911,9/3/2023 12:22:44.111
GetOrderList,9/3/2023 12:35:30.141,9/3/2023 12:35:36.041
SendNotification,9/3/2023 12:48:21.371,9/3/2023 12:48:22.671
ModifyOrder,9/3/2023 13:01:12.601,9/3/2023 13:01:47.501
SetDeliveryAddress,9/3/2023 13:14:03.831,9/3/2023 13:14:47.231
GetTrackingData,9/3/2023 13:26:55.061,9/3/2023 13:27:07.461
ModifyOrder,9/3/2023 13:39:46.291,9/3/2023 13:42:18.091
GetItemList,9/3/2023 13:52:37.521,9/3/2023 13:53:27.521
SendNotification,9/3/2023 14:05:28.751,9/3/2023 14:05:47.751
GetOrderList,9/3/2023 14:18:19.981,9/3/2023 14:18:31.181
ModifyItem,9/3/2023 14:31:11.211,9/3/2023 14:31:34.311
GetOrderList,9/3/2023 14:44:02.441,9/3/2023 14:44:10.341
GetOrderList,9/3/2023 14:56:53.671,9/3/2023 14:57:43.171
SendNotification,9/3/2023 15:09:44.901,9/3/2023 15:10:01.801
GetItemList,9/3/2023 15:22:36.131,9/3/2023 15:22:52.131
ModifyOrder,9/3/2023 15:35:27.361,9/3/2023 15:36:41.861
GetOrderList,9/3/2023 15:48:18.591,9/3/2023 15:48:45.291
SetDeliveryAddress,9/3/2023 16:01:09.821,9/3/2023 16:01:19.021
AddItemToOrder,9/3/2023 16:14:01.051,9/3/2023 16:14:27.951
Login,9/3/2023 16:26:52.281,9/3/2023 16:27:07.381
GetItemList,9/3/2023 16:39:43.511,9/3/2023 16:40:18.811
GetItemList,9/3/2023 16:52:34.741,9/3/2023 16:53:10.741
Login,9/3/2023 17:05:25.971,9/3/2023 17:05:31.971
GetItem,9/3/2023 17:18:17.201,9/3/2023 17:18:22.301
AddItemToOrder,9/3/2023 17:31:08.431,9/3/2023 17:31:21.731
SetPayment,9/3/2023 17:43:59.661,9/3/2023 17:44:09.461
Login,9/3/2023 17:56:50.891,9/3/2023 17:57:15.491
GetOrderList,9/3/2023 18:09:42.121,9/3/2023 18:10:25.721
SetPayment,9/3/2023 18:22:33.351,9/3/2023 18:22:43.151
GetTrackingData,9/3/2023 18:35:24.581,9/3/2023 18:35:55.781
SetPayment,9/3/2023 18:48:15.811,9/3/2023 18:48:44.211
ModifyOrder,9/3/2023 19:01:07.041,9/3/2023 19:01:14.941
SetDeliveryAddress,9/3/2023 19:13:58.271,9/3/2023 19:14:03.771
ModifyOrder,9/3/2023 19:26:49.501,9/3/2023 19:27:30.701
ModifyItem,9/3/2023 19:39:40.731,9/3/2023 19:41:04.631
SetPayment,9/3/2023 19:52:31.961,9/3/2023 19:52:46.861
GetItemList,9/3/2023 20:05:23.191,9/3/2023 20:05:38.091
AddItemToOrder,9/3/2023 20:18:14.421,9/3/2023 20:19:04.421
GetTrackingData,9/3/2023 20:31:05.651,9/3/2023 20:31:15.751
GetOrderList,9/3/2023 20:43:56.881,9/3/2023 20:44:35.281
Login,9/3/2023 20:56:48.111,9/3/2023 20:57:10.911
SetPayment,9/3/2023 21:09:39.341,9/3/2023 21:09:52.441
GetItemList,9/3/2023 21:22:30.571,9/3/2023 21:23:11.971
GetPaymentMethods,9/3/2023 21:35:21.801,9/3/2023 21:35:45.201
Login,9/3/2023 21:48:13.031,9/3/2023 21:48:20.031
ModifyOrder,9/3/2023 22:01:04.261,9/3/2023 22:02:42.261
SetPayment,9/3/2023 22:13:55.491,9/3/2023 22:14:21.891
GetTrackingData,9/3/2023 22:26:46.721,9/3/2023 22:27:20.121
Login,9/3/2023 22:39:37.951,9/3/2023 22:39:53.051
SendNotification,9/3/2023 22:52:29.181,9/3/2023 22:53:08.581
GetItemList,9/3/2023 23:05:20.411,9/3/2023 23:05:26.211
ModifyItem,9/3/2023 23:18:11.641,9/3/2023 23:18:40.641
ModifyOrder,9/3/2023 23:31:02.871,9/3/2023 23:33:13.771
GetItem,9/3/2023 23:43:54.101,9/3/2023 23:44:17.201
GetItem,9/3/2023 23:56:45.331,9/3/2023 23:57:30.131
GetItemList,10/3/2023 00:09:36.561,10/3/2023 00:10:03.761
SetDeliveryAddress,10/3/2023 00:22:27.791,10/3/2023 00:23:03.791
GetItemList,10/3/2023 00:35:19.021,10/3/2023 00:35:42.521
GetTrackingData,10/3/2023 00:48:10.251,10/3/2023 00:48:11.451
GetPaymentList,10/3/2023 01:01:01.481,10/3/2023 01:01:34.481
GetItemList,10/3/2023 01:13:52.711,10/3/2023 01:14:35.911
GetItem,10/3/2023 01:26:43.941,10/3/2023 01:26:44.441
SetPayment,10/3/2023 01:39:35.171,10/3/2023 01:39:42.771
SetDeliveryAddress,10/3/2023 01:52:26.401,10/3/2023 01:52:28.801
ModifyOrder,10/3/2023 02:05:17.631,10/3/2023 02:05:35.031
GetOrderList,10/3/2023 02:18:08.861,10/3/2023 02:18:12.761
SetDeliveryAddress,10/3/2023 02:31:00.091,10/3/2023 02:31:26.491
Login,10/3/2023 02:43:51.321,10/3/2023 02:44:37.521
GetPaymentMethods,10/3/2023 02:56:42.551,10/3/2023 02:56:55.751
ModifyItem,10/3/2023 03:09:33.781,10/3/2023 03:10:01.781
GetTrackingData,10/3/2023 03:22:25.011,10/3/2023 03:22:51.411
GetTrackingData,10/3/2023 03:35:16.241,10/3/2023 03:35:25.241
SetPayment,10/3/2023 03:48:07.471,10/3/2023 03:48:29.671
ModifyOrder,10/3/2023 04:00:58.701,10/3/2023 04:01:52.801
GetTrackingData,10/3/2023 04:13:49.931,10/3/2023 04:14:22.931
GetOrderList,10/3/2023 04:26:41.161,10/3/2023 04:27:06.261
SendNotification,10/3/2023 04:39:32.391,10/3/2023 04:40:17.691
GetItemList,10/3/2023 04:52:23.621,10/3/2023 04:53:00.721
AddItemToOrder,10/3/2023 05:05:14.851,10/3/2023 05:05:20.751
GetOrder,10/3/2023 05:18:06.081,10/3/2023 05:18:54.181
SetPayment,10/3/2023 05:30:57.311,10/3/2023 05:31:17.111
GetItemList,10/3/2023 05:43:48.541,10/3/2023 05:43:49.041
GetItem,10/3/2023 05:56:39.771,10/3/2023 05:56:54.471
GetOrder,10/3/2023 06:09:31.001,10/3/2023 06:10:03.601
GetOrder,10/3/2023 06:22:22.231,10/3/2023 06:22:28.531
ModifyOrder,10/3/2023 06:35:13.461,10/3/2023 06:36:42.861
ModifyItem,10/3/2023 06:48:04.691,10/3/2023 06:48:12.591
GetPaymentMethods,10/3/2023 07:00:55.921,10/3/2023 07:01:17.421
GetTrackingData,10/3/2023 07:13:47.151,10/3/2023 07:14:03.751
GetItem,10/3/2023 07:26:38.381,10/3/2023 07:27:25.481
